Patient Name,Leg,Driver,Pick Up Address,Drop Address,Pick Time,Actual Pick Time,Total Miles,Status 
ASHLEY Test,A,,165 Madison Avenue--New York- NY- USA,1201 South Chandler Village Drive--Chandler- AZ- USA,12:00:00,00:00:00,2408.05,Cancelled
ASHLEY Test,B,Amber irish,1201 South Chandler Village Drive--Chandler- AZ- USA,,13:30:00,10:48:32,0,Completed
ASHLEY Test,A,,165 Madison Avenue-- New York- NY- USA,1201 South Chandler Village Drive--Chandler- AZ- USA,12:00:00,00:00:00,2408.05,Cancelled
Bryan adam,A,Paul Goodwin,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,12:46:04,14.31,Completed
Bryan adam,A,,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,11:55:50,14.31,Completed
amber Irish,A,Amber irish,1243 Main St-- Clarkston- WA- USA,456 Thain Road--Lewiston- ID- USA,12:00:00,00:00:00,4.07,Pending
amber Irish,B,,456 Thain Road--Lewiston- ID- USA,1243 Main St-- Clarkston- WA- USA,15:00:00,00:00:00,4.06,Pending
ASHLEY Test,B,,1201 South Chandler Village Drive--Chandler- AZ- USA,,13:30:00,00:00:00,0,Pending
ASHLEY Test,A,,165 Madison Avenue-- New York- NY- USA,1201 South Chandler Village Drive--Chandler- AZ- USA,12:00:00,00:00:00,2408.05,Pending
mary,A,Amber irish,5225 23RD AVE S-- FARGO- ND- 58104,1222 Madison Ave-- Detroit Lakes- MN- USA,03:00:00,00:00:00,54.01,Pending
ASHLEY Test,A,,165 Madison Avenue-- New York- NY- USA,1201 South Chandler Village Drive--Chandler- AZ- USA,12:00:00,00:00:00,2408.05,Pending
ASHLEY Test,B,,1201 South Chandler Village Drive--Chandler- AZ- USA,,13:30:00,00:00:00,0,Pending
ASHLEY Test,B,Amber irish,1201 South Chandler Village Drive--Chandler- AZ- USA,-,23:59:59,00:00:00,0,Pending
ASHLEY Test,A,Amber irish,165 Madison Avenue-- New York- NY- USA,1201 South Chandler Village Drive--Chandler- AZ- USA,01:00:00,00:00:00,2408.05,Pending
Bryan adam,A,Paul Goodwin,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,17:01:32,14.31,Completed
Bryan adam,A,Paul Goodwin,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,00:00:00,14.31,Pending
Bryan adam,A,Paul Goodwin,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,13:12:37,14.31,Completed
Bryan adam,B,Paul Goodwin,6416 South Central Avenue--Phoenix- AZ- USA,1201 South Alma School Road--Mesa- AZ- USA,15:30:00,13:18:31,14.26,Completed
Bryan adam,B,Paul Goodwin,6416 South Central Avenue--Phoenix- AZ- USA,1201 South Alma School Road--Mesa- AZ- USA,15:30:00,00:00:00,14.26,In Progress
Bryan adam,B,,6416 South Central Avenue--Phoenix- AZ- USA,1201 South Alma School Road--Mesa- AZ- USA,16:00:00,10:46:14,14.26,Completed
Bryan adam,A,,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,10:30:49,14.31,Completed
ASHLEY Test,B,,1201 South Chandler Village Drive-- Chandler- AZ- USA,1201 South Alma School Road-- Mesa- AZ- USA,13:30:00,00:00:00,9.02,Pending
ASHLEY Test,A,,1201 South Alma School Road-- Mesa- AZ- USA,1201 South Chandler Village Drive-- Chandler- AZ- USA,12:00:00,00:00:00,9.49,Pending
Bryan adam,A,Paul Goodwin,1201 South Alma School Road--Mesa- AZ- USA,6416 South Central Avenue--Phoenix- AZ- USA,14:00:00,14:35:13,14.31,Completed
Bryan adam,B,Paul Goodwin,6416 South Central Avenue--Phoenix- AZ- USA,1201 South Alma School Road--Mesa- AZ- USA,12:00:00,14:33:05,14.26,Completed
BILL,A,,5225 23rd Ave S-- Fargo- ND 58104- USA,1300 Anne Street Northwest-- Bemidji- MN- USA,02:00:00,00:00:00,139.87,Completed
MARTHA,A,,5225 23rd Ave S-- Fargo- ND 58104- USA,1415 Madison Avenue-- Detroit Lakes- MN- USA,03:00:00,00:00:00,54.32,Completed
JOE BLOW,A,Elvis Presley,XXX--  FARGO ND 58104,XXX--850- FARGO ND 58104,12:00:00,00:00:00,8.01,Completed
FRED,A,Ashley Ashley,XXX--850- FARGO ND 58104,xxx-- Sierra Leone,14:00:00,00:00:00,0,In Progress
